Designator,Mid X,Mid Y,Rotation,Layer
C1,143.63,-104.75,180.0,top
C2,171.8825,-112.25,90.0,bottom
C3,174.8825,-109.55,180.0,bottom
C4,166.3,-112.2,90.0,bottom
C5,169.2375,-109.5,180.0,bottom
J1,105.085,-109.785,180.0,top
J2,157.2,-106.945,0.0,bottom
U1,143.6,-106.7,0.0,top
U2,174.45,-112.25,180.0,bottom
U3,168.8175,-112.2,180.0,bottom
