Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C3, C5",C_0603,3,100nF,C14663
"C2, C4",C_0603,2,22pF,C1653
J1,SSD1306-0.91-OLED-4pin-128x32,1,Conn_01x04_Socket,
J2,JST_SH_SM07B-SRSS-TB_1x07-1MP_P1.00mm_Horizontal,1,Conn_01x07_Pin,
"TP1, TP2",TestPoint_Pad_D4.0mm,2,TestPoint,
U1,SENSORS-SMD_VEML6030,1,VEML6030,C132182
"U2, U3",SOT-23-6_L2.9-W1.6-P0.95-LS2.9-BL,2,TTP223-BA6-TD,C42422127
